lei;dispositivo;hierarquia;tipo;numero;artigo;paragrafo;inciso;aliena;parte;titulo;capitulo;secao;subsecao;ano
cf;Art. 71. O controle externo, a cargo do Congresso Nacional, será exercido com o auxílio do Tribunal de Contas da União, ao qual compete:;4;a;71;71;;;;;IV;I;IX;;
cf;"I - apreciar as contas prestadas anualmente pelo Presidente da República, mediante parecer prévio que deverá ser elaborado em sessenta dias a contar de seu recebimento;";2;i;I;71;;I;;;IV;I;IX;;
cf;"II - julgar as contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos da administração direta e indireta, incluídas as fundações e sociedades instituídas e mantidas pelo Poder Público federal, e as contas daqueles que derem causa a perda, extravio ou outra irregularidade de que resulte prejuízo ao erário público;";2;i;II;71;;II;;;IV;I;IX;;
cf;"III - apreciar, para fins de registro, a legalidade dos atos de admissão de pessoal, a qualquer título, na administração direta e indireta, incluídas as fundações instituídas e mantidas pelo Poder Público, excetuadas as nomeações para cargo de provimento em comissão, bem como a das concessões de aposentadorias, reformas e pensões, ressalvadas as melhorias posteriores que não alterem o fundamento legal do ato concessório;";2;i;III;71;;III;;;IV;I;IX;;
cf;"IV - realizar, por iniciativa própria, da Câmara dos Deputados, do Senado Federal, de Comissão técnica ou de inquérito, inspeções e auditorias de natureza contábil, financeira, orçamentária, operacional e patrimonial, nas unidades administrativas dos Poderes Legislativo, Executivo e Judiciário, e demais entidades referidas no inciso II;";2;i;IV;71;;IV;;;IV;I;IX;;
cf;"V - fiscalizar as contas nacionais das empresas supranacionais de cujo capital social a União participe, de forma direta ou indireta, nos termos do tratado constitutivo;";2;i;V;71;;V;;;IV;I;IX;;
cf;"VI - fiscalizar a aplicação de quaisquer recursos repassados pela União mediante convênio, acordo, ajuste ou outros instrumentos congêneres, a Estado, ao Distrito Federal ou a Município;";2;i;VI;71;;VI;;;IV;I;IX;;
cf;"VII - prestar as informações solicitadas pelo Congresso Nacional, por qualquer de suas Casas, ou por qualquer das respectivas Comissões, sobre a fiscalização contábil, financeira, orçamentária, operacional e patrimonial e sobre resultados de auditorias e inspeções realizadas;";2;i;VII;71;;VII;;;IV;I;IX;;
cf;"VIII - aplicar aos responsáveis, em caso de ilegalidade de despesa ou irregularidade de contas, as sanções previstas em lei, que estabelecerá, entre outras cominações, multa proporcional ao dano causado ao erário;";2;i;VIII;71;;VIII;;;IV;I;IX;;
cf;"IX - assinar prazo para que o órgão ou entidade adote as providências necessárias ao exato cumprimento da lei, se verificada ilegalidade;";2;i;IX;71;;IX;;;IV;I;IX;;
cf;"X - sustar, se não atendido, a execução do ato impugnado, comunicando a decisão à Câmara dos Deputados e ao Senado Federal;";2;i;X;71;;X;;;IV;I;IX;;
cf;XI - representar ao Poder competente sobre irregularidades ou abusos apurados.;2;i;XI;71;;XI;;;IV;I;IX;;
cf;§ 1º No caso de contrato, o ato de sustação será adotado diretamente pelo Congresso Nacional, que solicitará, de imediato, ao Poder Executivo as medidas cabíveis.;3;p;1;71;1;;;;IV;I;IX;;
cf;§ 2º Se o Congresso Nacional ou o Poder Executivo, no prazo de noventa dias, não efetivar as medidas previstas no parágrafo anterior, o Tribunal decidirá a respeito.;3;p;2;71;2;;;;IV;I;IX;;
cf;§ 3º As decisões do Tribunal de que resulte imputação de débito ou multa terão eficácia de título executivo.;3;p;3;71;3;;;;IV;I;IX;;
cf;§ 4º O Tribunal encaminhará ao Congresso Nacional, trimestral e anualmente, relatório de suas atividades.;3;p;4;71;4;;;;IV;I;IX;;
cf;Art. 72. A Comissão mista permanente a que se refere o art. 166, §1º, diante de indícios de despesas não autorizadas, ainda que sob a forma de investimentos não programados ou de subsídios não aprovados, poderá solicitar à autoridade governamental responsável que, no prazo de cinco dias, preste os esclarecimentos necessários.;4;a;72;72;;;;;IV;I;IX;;
cf;§ 1º Não prestados os esclarecimentos, ou considerados estes insuficientes, a Comissão solicitará ao Tribunal pronunciamento conclusivo sobre a matéria, no prazo de trinta dias.;3;p;1;72;1;;;;IV;I;IX;;
cf;§ 2º Entendendo o Tribunal irregular a despesa, a Comissão, se julgar que o gasto possa causar dano irreparável ou grave lesão à economia pública, proporá ao Congresso Nacional sua sustação.;3;p;2;72;2;;;;IV;I;IX;;
cf;Art. 73. O Tribunal de Contas da União, integrado por nove Ministros, tem sede no Distrito Federal, quadro próprio de pessoal e jurisdição em todo o território nacional, exercendo, no que couber, as atribuições previstas no art. 96. .;4;a;73;73;;;;;IV;I;IX;;
cf;§ 1º Os Ministros do Tribunal de Contas da União serão nomeados dentre brasileiros que satisfaçam os seguintes requisitos:;3;p;1;73;1;;;;IV;I;IX;;
cf;"I - mais de trinta e cinco e menos de setenta anos de idade;  ";2;i;I;73;1;I;;;IV;I;IX;;2022
cf;"II - idoneidade moral e reputação ilibada;";2;i;II;73;1;II;;;IV;I;IX;;
cf;"III - notórios conhecimentos jurídicos, contábeis, econômicos e financeiros ou de administração pública;";2;i;III;73;1;III;;;IV;I;IX;;
cf;IV - mais de dez anos de exercício de função ou de efetiva atividade profissional que exija os conhecimentos mencionados no inciso anterior.;2;i;IV;73;1;IV;;;IV;I;IX;;
cf;§ 2º Os Ministros do Tribunal de Contas da União serão escolhidos:;3;p;2;73;2;;;;IV;I;IX;;
cf;"I - um terço pelo Presidente da República, com aprovação do Senado Federal, sendo dois alternadamente dentre auditores e membros do Ministério Público junto ao Tribunal, indicados em lista tríplice pelo Tribunal, segundo os critérios de antigüidade e merecimento;";2;i;I;73;2;I;;;IV;I;IX;;
cf;II - dois terços pelo Congresso Nacional.;2;i;II;73;2;II;;;IV;I;IX;;
cf;§ 3° Os Ministros do Tribunal de Contas da União terão as mesmas garantias, prerrogativas, impedimentos, vencimentos e vantagens dos Ministros do Superior Tribunal de Justiça, aplicando-se-lhes, quanto à aposentadoria e pensão, as normas constantes do art. 40.  ;3;p;3;73;3;;;;IV;I;IX;;1998
cf;§ 4º O auditor, quando em substituição a Ministro, terá as mesmas garantias e impedimentos do titular e, quando no exercício das demais atribuições da judicatura, as de juiz de Tribunal Regional Federal.;3;p;4;73;4;;;;IV;I;IX;;
cf;Art. 74. Os Poderes Legislativo, Executivo e Judiciário manterão, de forma integrada, sistema de controle interno com a finalidade de:;4;a;74;74;;;;;IV;I;IX;;
cf;"I - avaliar o cumprimento das metas previstas no plano plurianual, a execução dos programas de governo e dos orçamentos da União;";2;i;I;74;;I;;;IV;I;IX;;
cf;"II - comprovar a legalidade e avaliar os resultados, quanto à eficácia e eficiência, da gestão orçamentária, financeira e patrimonial nos órgãos e entidades da administração federal, bem como da aplicação de recursos públicos por entidades de direito privado;";2;i;II;74;;II;;;IV;I;IX;;
cf;"III - exercer o controle das operações de crédito, avais e garantias, bem como dos direitos e haveres da União;";2;i;III;74;;III;;;IV;I;IX;;
cf;IV - apoiar o controle externo no exercício de sua missão institucional.;2;i;IV;74;;IV;;;IV;I;IX;;
cf;§ 1º Os responsáveis pelo controle interno, ao tomarem conhecimento de qualquer irregularidade ou ilegalidade, dela darão ciência ao Tribunal de Contas da União, sob pena de responsabilidade solidária.;3;p;1;74;1;;;;IV;I;IX;;
cf;§ 2º Qualquer cidadão, partido político, associação ou sindicato é parte legítima para, na forma da lei, denunciar irregularidades ou ilegalidades perante o Tribunal de Contas da União.;3;p;2;74;2;;;;IV;I;IX;;
cf;Art. 75. As normas estabelecidas nesta seção aplicam-se, no que couber, à organização, composição e fiscalização dos Tribunais de Contas dos Estados e do Distrito Federal, bem como dos Tribunais e Conselhos de Contas dos Municípios.;4;a;75;75;;;;;IV;I;IX;;
cf;Parágrafo único. As Constituições estaduais disporão sobre os Tribunais de Contas respectivos, que serão integrados por sete Conselheiros.;3;pu;pu;75;;;;;IV;I;IX;;
cf;CAPÍTULO II: DO PODER EXECUTIVO;7;c;II;;;;;;IV;II;;;
cf;Seção I: DO PRESIDENTE E DO VICE-PRESIDENTE DA REPÚBLICA;6;s;I;;;;;;IV;II;I;;
cf;Art. 76. O Poder Executivo é exercido pelo Presidente da República, auxiliado pelos Ministros de Estado.;4;a;76;76;;;;;IV;II;I;;
cf;Art. 77. A eleição do Presidente e do Vice-Presidente da República realizar-se-á, simultaneamente, no primeiro domingo de outubro, em primeiro turno, e no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato presidencial vigente.  ;4;a;77;77;;;;;IV;II;I;;1997
cf;§ 1º A eleição do Presidente da República importará a do Vice-Presidente com ele registrado.;3;p;1;77;1;;;;IV;II;I;;
cf;§ 2º Será considerado eleito Presidente o candidato que, registrado por partido político, obtiver a maioria absoluta de votos, não computados os em branco e os nulos.;3;p;2;77;2;;;;IV;II;I;;
cf;§ 3º Se nenhum candidato alcançar maioria absoluta na primeira votação, far-se-á nova eleição em até vinte dias após a proclamação do resultado, concorrendo os dois candidatos mais votados e considerando-se eleito aquele que obtiver a maioria dos votos válidos.;3;p;3;77;3;;;;IV;II;I;;
cf;§ 4º Se, antes de realizado o segundo turno, ocorrer morte, desistência ou impedimento legal de candidato, convocar-se-á, dentre os remanescentes, o de maior votação.;3;p;4;77;4;;;;IV;II;I;;
cf;§ 5º Se, na hipótese dos parágrafos anteriores, remanescer, em segundo lugar, mais de um candidato com a mesma votação, qualificar-se-á o mais idoso.;3;p;5;77;5;;;;IV;II;I;;
cf;Art. 78. O Presidente e o Vice-Presidente da República tomarão posse em sessão do Congresso Nacional, prestando o compromisso de manter, defender e cumprir a Constituição, observar as leis, promover o bem geral do povo brasileiro, sustentar a união, a integridade e a independência do Brasil.;4;a;78;78;;;;;IV;II;I;;
cf;Parágrafo único. Se, decorridos dez dias da data fixada para a posse, o Presidente ou o Vice-Presidente, salvo motivo de força maior, não tiver assumido o cargo, este será declarado vago.;3;pu;pu;78;;;;;IV;II;I;;
cf;Art. 79. Substituirá o Presidente, no caso de impedimento, e suceder- lhe-á, no de vaga, o Vice-Presidente.;4;a;79;79;;;;;IV;II;I;;
cf;Parágrafo único. O Vice-Presidente da República, além de outras atribuições que lhe forem conferidas por lei complementar, auxiliará o Presidente, sempre que por ele convocado para missões especiais.;3;pu;pu;79;;;;;IV;II;I;;
cf;Art. 80. Em caso de impedimento do Presidente e do Vice-Presidente, ou vacância dos respectivos cargos, serão sucessivamente chamados ao exercício da Presidência o Presidente da Câmara dos Deputados, o do Senado Federal e o do Supremo Tribunal Federal.;4;a;80;80;;;;;IV;II;I;;
cf;Art. 81. Vagando os cargos de Presidente e Vice-Presidente da República, far-se-á eleição noventa dias depois de aberta a última vaga.;4;a;81;81;;;;;IV;II;I;;
cf;§ 1º - Ocorrendo a vacância nos últimos dois anos do período presidencial, a eleição para ambos os cargos será feita trinta dias depois da última vaga, pelo Congresso Nacional, na forma da lei.;3;p;1;81;1;;;;IV;II;I;;
cf;§ 2º - Em qualquer dos casos, os eleitos deverão completar o período de seus antecessores.;3;p;2;81;2;;;;IV;II;I;;
cf;Art. 82. O mandato do Presidente da República é de 4 (quatro) anos e terá início em 5 de janeiro do ano seguinte ao de sua eleição.  ;4;a;82;82;;;;;IV;II;I;;2021
cf;Art. 83. O Presidente e o Vice-Presidente da República não poderão, sem licença do Congresso Nacional, ausentar-se do País por período superior a quinze dias, sob pena de perda do cargo.;4;a;83;83;;;;;IV;II;I;;
cf;Seção II: Das Atribuições do Presidente da República;6;s;II;;;;;;IV;II;II;;
cf;Art. 84. Compete privativamente ao Presidente da República:;4;a;84;84;;;;;IV;II;II;;
cf;"I - nomear e exonerar os Ministros de Estado;";2;i;I;84;;I;;;IV;II;II;;
cf;"II - exercer, com o auxílio dos Ministros de Estado, a direção superior da administração federal;";2;i;II;84;;II;;;IV;II;II;;
cf;"III - iniciar o processo legislativo, na forma e nos casos previstos nesta Constituição;";2;i;III;84;;III;;;IV;II;II;;
cf;"IV - sancionar, promulgar e fazer publicar as leis, bem como expedir decretos e regulamentos para sua fiel execução;";2;i;IV;84;;IV;;;IV;II;II;;
cf;"V - vetar projetos de lei, total ou parcialmente;";2;i;V;84;;V;;;IV;II;II;;
cf;VI – dispor, mediante decreto, sobre:  ;2;i;VI;84;;VI;;;IV;II;II;;2001
cf;"a) organização e funcionamento da administração federal, quando não implicar aumento de despesa nem criação ou extinção de órgãos públicos;  (Incluída pela Emenda Constitucional nº 32, de 2001)";1;al;a;84;;VI;a;;IV;II;II;;
cf;"b) extinção de funções ou cargos públicos, quando vagos;  (Incluída pela Emenda Constitucional nº 32, de 2001)";1;al;b;84;;VI;b;;IV;II;II;;
cf;"VII - manter relações com Estados estrangeiros e acreditar seus representantes diplomáticos;";2;i;VII;84;;VII;;;IV;II;II;;
cf;"VIII - celebrar tratados, convenções e atos internacionais, sujeitos a referendo do Congresso Nacional;";2;i;VIII;84;;VIII;;;IV;II;II;;
cf;"IX - decretar o estado de defesa e o estado de sítio;";2;i;IX;84;;IX;;;IV;II;II;;
cf;"X - decretar e executar a intervenção federal;";2;i;X;84;;X;;;IV;II;II;;
cf;"XI - remeter mensagem e plano de governo ao Congresso Nacional por ocasião da abertura da sessão legislativa, expondo a situação do País e solicitando as providências que julgar necessárias;";2;i;XI;84;;XI;;;IV;II;II;;
cf;"XII - conceder indulto e comutar penas, com audiência, se necessário, dos órgãos instituídos em lei;";2;i;XII;84;;XII;;;IV;II;II;;
cf;"XIII - exercer o comando supremo das Forças Armadas, nomear os Comandantes da Marinha, do Exército e da Aeronáutica, promover seus oficiais-generais e nomeá-los para os cargos que lhes são privativos;  ";2;i;XIII;84;;XIII;;;IV;II;II;;1999
cf;"XIV - nomear, após aprovação pelo Senado Federal, os Ministros do Supremo Tribunal Federal e dos Tribunais Superiores, os Governadores de Territórios, o Procurador-Geral da República, o presidente e os diretores do banco central e outros servidores, quando determinado em lei;";2;i;XIV;84;;XIV;;;IV;II;II;;
cf;"XV - nomear, observado o disposto no art. 73, os Ministros do Tribunal de Contas da União;";2;i;XV;84;;XV;;;IV;II;II;;
cf;"XVI - nomear os magistrados, nos casos previstos nesta Constituição, e o Advogado-Geral da União;";2;i;XVI;84;;XVI;;;IV;II;II;;
cf;"XVII - nomear membros do Conselho da República, nos termos do art. 89, VII;";2;i;XVII;84;;XVII;;;IV;II;II;;
cf;"XVIII - convocar e presidir o Conselho da República e o Conselho de Defesa Nacional;";2;i;XVIII;84;;XVIII;;;IV;II;II;;
cf;"XIX - declarar guerra, no caso de agressão estrangeira, autorizado pelo Congresso Nacional ou referendado por ele, quando ocorrida no intervalo das sessões legislativas, e, nas mesmas condições, decretar, total ou parcialmente, a mobilização nacional;";2;i;XIX;84;;XIX;;;IV;II;II;;
cf;"XX - celebrar a paz, autorizado ou com o referendo do Congresso Nacional;";2;i;XX;84;;XX;;;IV;II;II;;
cf;"XXI - conferir condecorações e distinções honoríficas;";2;i;XXI;84;;XXI;;;IV;II;II;;
cf;"XXII - permitir, nos casos previstos em lei complementar, que forças estrangeiras transitem pelo território nacional ou nele permaneçam temporariamente;";2;i;XXII;84;;XXII;;;IV;II;II;;
cf;"XXIII - enviar ao Congresso Nacional o plano plurianual, o projeto de lei de diretrizes orçamentárias e as propostas de orçamento previstos nesta Constituição;";2;i;XXIII;84;;XXIII;;;IV;II;II;;
cf;"XXIV - prestar, anualmente, ao Congresso Nacional, dentro de sessenta dias após a abertura da sessão legislativa, as contas referentes ao exercício anterior;";2;i;XXIV;84;;XXIV;;;IV;II;II;;
cf;"XXV - prover e extinguir os cargos públicos federais, na forma da lei;";2;i;XXV;84;;XXV;;;IV;II;II;;
cf;"XXVI - editar medidas provisórias com força de lei, nos termos do art. 62;";2;i;XXVI;84;;XXVI;;;IV;II;II;;
cf;XXVII - exercer outras atribuições previstas nesta Constituição.;2;i;XXVII;84;;XXVII;;;IV;II;II;;
cf;XXVIII - propor ao Congresso Nacional a decretação do estado de calamidade pública de âmbito nacional previsto nos arts. 167-B, 167-C, 167-D, 167-E, 167-F e 167-G desta Constituição.  ;2;i;XXVIII;84;;XXVIII;;;IV;II;II;;2021
cf;Parágrafo único. O Presidente da República poderá delegar as atribuições mencionadas nos incisos VI, XII e XXV, primeira parte, aos Ministros de Estado, ao Procurador-Geral da República ou ao Advogado-Geral da União, que observarão os limites traçados nas respectivas delegações.;3;pu;pu;84;;;;;IV;II;II;;
cf;Seção III: Da Responsabilidade do Presidente da República;6;s;III;;;;;;IV;II;III;;
cf;Art. 85. São crimes de responsabilidade os atos do Presidente da República que atentem contra a Constituição Federal e, especialmente, contra:;4;a;85;85;;;;;IV;II;III;;
cf;"I - a existência da União;";2;i;I;85;;I;;;IV;II;III;;
cf;"II - o livre exercício do Poder Legislativo, do Poder Judiciário, do Ministério Público e dos Poderes constitucionais das unidades da Federação;";2;i;II;85;;II;;;IV;II;III;;
cf;"III - o exercício dos direitos políticos, individuais e sociais;";2;i;III;85;;III;;;IV;II;III;;
cf;"IV - a segurança interna do País;";2;i;IV;85;;IV;;;IV;II;III;;
cf;"V - a probidade na administração;";2;i;V;85;;V;;;IV;II;III;;
cf;"VI - a lei orçamentária;";2;i;VI;85;;VI;;;IV;II;III;;
cf;VII - o cumprimento das leis e das decisões judiciais.;2;i;VII;85;;VII;;;IV;II;III;;
cf;Parágrafo único. Esses crimes serão definidos em lei especial, que estabelecerá as normas de processo e julgamento.;3;pu;pu;85;;;;;IV;II;III;;
cf;Art. 86. Admitida a acusação contra o Presidente da República, por dois terços da Câmara dos Deputados, será ele submetido a julgamento perante o Supremo Tribunal Federal, nas infrações penais comuns, ou perante o Senado Federal, nos crimes de responsabilidade.;4;a;86;86;;;;;IV;II;III;;
cf;§ 1º O Presidente ficará suspenso de suas funções:;3;p;1;86;1;;;;IV;II;III;;
cf;"I - nas infrações penais comuns, se recebida a denúncia ou queixa-crime pelo Supremo Tribunal Federal;";2;i;I;86;1;I;;;IV;II;III;;
cf;II - nos crimes de responsabilidade, após a instauração do processo pelo Senado Federal.;2;i;II;86;1;II;;;IV;II;III;;
cf;§ 2º Se, decorrido o prazo de cento e oitenta dias, o julgamento não estiver concluído, cessará o afastamento do Presidente, sem prejuízo do regular prosseguimento do processo.;3;p;2;86;2;;;;IV;II;III;;
cf;§ 3º Enquanto não sobrevier sentença condenatória, nas infrações comuns, o Presidente da República não estará sujeito a prisão.;3;p;3;86;3;;;;IV;II;III;;
cf;§ 4º O Presidente da República, na vigência de seu mandato, não pode ser responsabilizado por atos estranhos ao exercício de suas funções.;3;p;4;86;4;;;;IV;II;III;;
cf;Seção IV: DOS MINISTROS DE ESTADO;6;s;IV;;;;;;IV;II;IV;;
cf;Art. 87. Os Ministros de Estado serão escolhidos dentre brasileiros maiores de vinte e um anos e no exercício dos direitos políticos.;4;a;87;87;;;;;IV;II;IV;;
cf;Parágrafo único. Compete ao Ministro de Estado, além de outras atribuições estabelecidas nesta Constituição e na lei:;3;pu;pu;87;;;;;IV;II;IV;;
cf;"I - exercer a orientação, coordenação e supervisão dos órgãos e entidades da administração federal na área de sua competência e referendar os atos e decretos assinados pelo Presidente da República;";2;i;I;87;;I;;;IV;II;IV;;
cf;"II - expedir instruções para a execução das leis, decretos e regulamentos;";2;i;II;87;;II;;;IV;II;IV;;
cf;"III - apresentar ao Presidente da República relatório anual de sua gestão no Ministério;";2;i;III;87;;III;;;IV;II;IV;;
cf;IV - praticar os atos pertinentes às atribuições que lhe forem outorgadas ou delegadas pelo Presidente da República.;2;i;IV;87;;IV;;;IV;II;IV;;
cf;Art. 88. A lei disporá sobre a criação e extinção de Ministérios e órgãos da administração pública.  ;4;a;88;88;;;;;IV;II;IV;;2001
cf;Seção V: DO CONSELHO DA REPÚBLICA E DO CONSELHO DE DEFESA NACIONAL;6;s;V;;;;;;IV;II;V;;
cf;Subseção I: Do Conselho da República;5;ss;I;;;;;;IV;II;V;I;
cf;Art. 89. O Conselho da República é órgão superior de consulta do Presidente da República, e dele participam:;4;a;89;89;;;;;IV;II;V;I;
cf;"I - o Vice-Presidente da República;";2;i;I;89;;I;;;IV;II;V;I;
cf;"II - o Presidente da Câmara dos Deputados;";2;i;II;89;;II;;;IV;II;V;I;
cf;"III - o Presidente do Senado Federal;";2;i;III;89;;III;;;IV;II;V;I;
cf;"IV - os líderes da maioria e da minoria na Câmara dos Deputados;";2;i;IV;89;;IV;;;IV;II;V;I;
cf;"V - os líderes da maioria e da minoria no Senado Federal;";2;i;V;89;;V;;;IV;II;V;I;
cf;"VI - o Ministro da Justiça;";2;i;VI;89;;VI;;;IV;II;V;I;
cf;VII - seis cidadãos brasileiros natos, com mais de trinta e cinco anos de idade, sendo dois nomeados pelo Presidente da República, dois eleitos pelo Senado Federal e dois eleitos pela Câmara dos Deputados, todos com mandato de três anos, vedada a recondução.;2;i;VII;89;;VII;;;IV;II;V;I;
cf;Art. 90. Compete ao Conselho da República pronunciar-se sobre:;4;a;90;90;;;;;IV;II;V;I;
cf;"I - intervenção federal, estado de defesa e estado de sítio;";2;i;I;90;;I;;;IV;II;V;I;
cf;II - as questões relevantes para a estabilidade das instituições democráticas.;2;i;II;90;;II;;;IV;II;V;I;
cf;§ 1º O Presidente da República poderá convocar Ministro de Estado para participar da reunião do Conselho, quando constar da pauta questão relacionada com o respectivo Ministério.;3;p;1;90;1;;;;IV;II;V;I;
cf;§ 2º A lei regulará a organização e o funcionamento do Conselho da República.  (Vide Lei nº 8.041, de 1990);3;p;2;90;2;;;;IV;II;V;I;
cf;Subseção II: Do Conselho de Defesa Nacional;5;ss;II;;;;;;IV;II;V;II;
cf;Art. 91. O Conselho de Defesa Nacional é órgão de consulta do Presidente da República nos assuntos relacionados com a soberania nacional e a defesa do Estado democrático, e dele participam como membros natos:;4;a;91;91;;;;;IV;II;V;II;
cf;"I - o Vice-Presidente da República;";2;i;I;91;;I;;;IV;II;V;II;
cf;"II - o Presidente da Câmara dos Deputados;";2;i;II;91;;II;;;IV;II;V;II;
cf;"III - o Presidente do Senado Federal;";2;i;III;91;;III;;;IV;II;V;II;
cf;"IV - o Ministro da Justiça;";2;i;IV;91;;IV;;;IV;II;V;II;
cf;"V - o Ministro de Estado da Defesa;  ";2;i;V;91;;V;;;IV;II;V;II;1999
cf;"VI - o Ministro das Relações Exteriores;";2;i;VI;91;;VI;;;IV;II;V;II;
cf;VII - o Ministro do Planejamento.;2;i;VII;91;;VII;;;IV;II;V;II;
cf;VIII - os Comandantes da Marinha, do Exército e da Aeronáutica.  ;2;i;VIII;91;;VIII;;;IV;II;V;II;1999
cf;§ 1º Compete ao Conselho de Defesa Nacional:;3;p;1;91;1;;;;IV;II;V;II;
cf;"I - opinar nas hipóteses de declaração de guerra e de celebração da paz, nos termos desta Constituição;";2;i;I;91;1;I;;;IV;II;V;II;
cf;"II - opinar sobre a decretação do estado de defesa, do estado de sítio e da intervenção federal;";2;i;II;91;1;II;;;IV;II;V;II;
cf;"III - propor os critérios e condições de utilização de áreas indispensáveis à segurança do território nacional e opinar sobre seu efetivo uso, especialmente na faixa de fronteira e nas relacionadas com a preservação e a exploração dos recursos naturais de qualquer tipo;";2;i;III;91;1;III;;;IV;II;V;II;
cf;IV - estudar, propor e acompanhar o desenvolvimento de iniciativas necessárias a garantir a independência nacional e a defesa do Estado democrático.;2;i;IV;91;1;IV;;;IV;II;V;II;
cf;§ 2º A lei regulará a organização e o funcionamento do Conselho de Defesa Nacional.  (Vide Lei nº 8.183, de 1991);3;p;2;91;2;;;;IV;II;V;II;
cf;CAPÍTULO III: DO PODER JUDICIÁRIO;7;c;III;;;;;;IV;III;;;
cf;Seção I: DISPOSIÇÕES GERAIS;6;s;I;;;;;;IV;III;I;;
cf;Art. 92. São órgãos do Poder Judiciário:;4;a;92;92;;;;;IV;III;I;;
cf;"I - o Supremo Tribunal Federal;";2;i;I;92;;I;;;IV;III;I;;
cf;"I-A o Conselho Nacional de Justiça;  ";2;i;I;92;;I;;;IV;III;I;;2004
cf;"II - o Superior Tribunal de Justiça;";2;i;II;92;;II;;;IV;III;I;;
cf;"II-A - o Tribunal Superior do Trabalho;  ";2;i;II;92;;II;;;IV;III;I;;2016
cf;"III - os Tribunais Regionais Federais e Juízes Federais;";2;i;III;92;;III;;;IV;III;I;;
cf;"IV - os Tribunais e Juízes do Trabalho;";2;i;IV;92;;IV;;;IV;III;I;;
cf;"V - os Tribunais e Juízes Eleitorais;";2;i;V;92;;V;;;IV;III;I;;
cf;"VI - os Tribunais e Juízes Militares;";2;i;VI;92;;VI;;;IV;III;I;;
cf;VII - os Tribunais e Juízes dos Estados e do Distrito Federal e Territórios.;2;i;VII;92;;VII;;;IV;III;I;;
cf;§ 1º O Supremo Tribunal Federal, o Conselho Nacional de Justiça e os Tribunais Superiores têm sede na Capital Federal.  ;3;p;1;92;1;;;;IV;III;I;;2004
cf;§ 2º O Supremo Tribunal Federal e os Tribunais Superiores têm jurisdição em todo o território nacional.  ;3;p;2;92;2;;;;IV;III;I;;2004
cf;Art. 93. Lei complementar, de iniciativa do Supremo Tribunal Federal, disporá sobre o Estatuto da Magistratura, observados os seguintes princípios:;4;a;93;93;;;;;IV;III;I;;
cf;"I - ingresso na carreira, cujo cargo inicial será o de juiz substituto, mediante concurso público de provas e títulos, com a participação da Ordem dos Advogados do Brasil em todas as fases, exigindo-se do bacharel em direito, no mínimo, três anos de atividade jurídica e obedecendo-se, nas nomeações, à ordem de classificação;  ";2;i;I;93;;I;;;IV;III;I;;2004
cf;II - promoção de entrância para entrância, alternadamente, por antigüidade e merecimento, atendidas as seguintes normas:;2;i;II;93;;II;;;IV;III;I;;
cf;"a) é obrigatória a promoção do juiz que figure por três vezes consecutivas ou cinco alternadas em lista de merecimento;";1;al;a;93;;II;a;;IV;III;I;;
cf;"b) a promoção por merecimento pressupõe dois anos de exercício na respectiva entrância e integrar o juiz a primeira quinta parte da lista de antigüidade desta, salvo se não houver com tais requisitos quem aceite o lugar vago;";1;al;b;93;;II;b;;IV;III;I;;
cf;"c) aferição do merecimento conforme o desempenho e pelos critérios objetivos de produtividade e presteza no exercício da jurisdição e pela freqüência e aproveitamento em cursos oficiais ou reconhecidos de aperfeiçoamento;  ";1;al;c;93;;II;c;;IV;III;I;;2004
cf;"d) na apuração de antigüidade, o tribunal somente poderá recusar o juiz mais antigo pelo voto fundamentado de dois terços de seus membros, conforme procedimento próprio, e assegurada ampla defesa, repetindo-se a votação até fixar-se a indicação;  ";1;al;d;93;;II;d;;IV;III;I;;2004
cf;"e) não será promovido o juiz que, injustificadamente, retiver autos em seu poder além do prazo legal, não podendo devolvê-los ao cartório sem o devido despacho ou decisão;  (Incluída pela Emenda Constitucional nº 45, de 2004)";1;al;e;93;;II;e;;IV;III;I;;
cf;"III o acesso aos tribunais de segundo grau far-se-á por antigüidade e merecimento, alternadamente, apurados na última ou única entrância;  ";2;i;III;93;;III;;;IV;III;I;;2004
cf;"IV previsão de cursos oficiais de preparação, aperfeiçoamento e promoção de magistrados, constituindo etapa obrigatória do processo de vitaliciamento a participação em curso oficial ou reconhecido por escola nacional de formação e aperfeiçoamento de magistrados;  ";2;i;IV;93;;IV;;;IV;III;I;;2004
cf;"V - o subsídio dos Ministros dos Tribunais Superiores corresponderá a noventa e cinco por cento do subsídio mensal fixado para os Ministros do Supremo Tribunal Federal e os subsídios dos demais magistrados serão fixados em lei e escalonados, em nível federal e estadual, conforme as respectivas categorias da estrutura judiciária nacional, não podendo a diferença entre uma e outra ser superior a dez por cento ou inferior a cinco por cento, nem exceder a noventa e cinco por cento do subsídio mensal dos Ministros dos Tribunais Superiores, obedecido, em qualquer caso, o disposto nos arts. 37, XI, e 39, § 4º;  ";2;i;V;93;;V;;;IV;III;I;;1998
cf;"VI - a aposentadoria dos magistrados e a pensão de seus dependentes observarão o disposto no art. 40;   ";2;i;VI;93;;VI;;;IV;III;I;;1998
cf;"VII o juiz titular residirá na respectiva comarca, salvo autorização do tribunal;  ";2;i;VII;93;;VII;;;IV;III;I;;2004
